h3_index,cuisine_type,competitor_count,avg_rating,total_reviews,rent_index,void_score,latitude,longitude,dominant_zip
882a134a69fffff,Sandwiches,1,2.5,69,1610.0833333333333,68.41,40.1003,-75.154048,19038
882a135993fffff,Sushi Bars,1,3.5,76,1610.0833333333333,68.41,40.106143,-75.146928,19038
882aac99c9fffff,Breweries,1,4.0,133,1649.909090909091,68.41,40.265315,-75.668307,19464
882aacb001fffff,Grocery,1,3.0,15,1574.75,68.41,39.908226,-75.289594,19036
88441a1009fffff,Latin American,1,3.5,11,1569.68,68.41,28.032967,-82.468596,33612
88441a100dfffff,Pizza,1,2.5,8,1569.68,68.41,28.03517,-82.46017,33612
88441a1027fffff,American (Traditional),1,4.0,9,1569.68,68.41,28.055246,-82.441528,33612
88441a1027fffff,Bars,1,4.0,12,1569.68,68.41,28.053895,-82.436385,33612
88441a1027fffff,Caribbean,1,3.5,5,1569.68,68.41,28.053391,-82.434913,33612
88441a102bfffff,Chinese,1,3.5,6,1569.68,68.41,28.051256,-82.450797,33612
88441a103dfffff,Specialty Food,1,4.0,8,1569.68,68.41,28.055193,-82.457505,33612
88441a105dfffff,Delis,1,4.0,5,1569.68,68.41,28.033357,-82.484097,33612
88441a1063fffff,Event Planning & Services,1,4.5,10,1569.68,68.41,28.037966,-82.451531,33612
88441a10c9fffff,Asian Fusion,1,5.0,80,1612.7641193229429,68.41,28.070543,-82.505721,33618
88441a1151fffff,Burgers,1,2.0,6,1569.68,68.41,28.03215,-82.425485,33612
88441a1155fffff,Chicken Shop,1,1.0,10,1569.68,68.41,28.03228,-82.419949,33612
88441a11c1fffff,Breakfast & Brunch,1,3.5,8,1569.68,68.41,28.068665,-82.436066,33612
88441a11c1fffff,Cafes,1,4.0,6,1569.68,68.41,28.068978,-82.437537,33612
88441a11c1fffff,Puerto Rican,1,3.0,5,1569.68,68.41,28.068724,-82.441292,33612
88441a11c1fffff,Wigs,1,2.0,7,1569.68,68.41,28.068724,-82.441292,33612
88441a11cbfffff,Comfort Food,1,4.0,10,1569.68,68.41,28.068899,-82.444123,33612
88441a11cbfffff,Ethnic Food,1,4.0,7,1569.68,68.41,28.06865,-82.445243,33612
88441a11cbfffff,Fruits & Veggies,1,4.5,7,1569.68,68.41,28.068378,-82.443078,33612
88441a1303fffff,Mexican,1,3.5,40,1587.8304259634888,68.41,27.995872,-82.445761,33604
88441a1311fffff,Gluten-Free,1,4.5,35,1587.8304259634888,68.41,28.007862,-82.459309,33604
88441a131dfffff,Chinese,1,4.0,39,1587.8304259634888,68.41,27.99935,-82.450791,33604
884446400bfffff,Breakfast & Brunch,1,2.0,22,1579.4444444444443,68.41,30.005516,-90.036396,70126
8844464207fffff,Vegan,1,4.0,45,1593.8690476190477,68.41,29.960391,-90.058306,70116
8844464239fffff,Vietnamese,1,4.0,45,1593.8690476190477,68.41,29.963673,-90.057859,70116
8844465527fffff,Chicken Wings,1,4.5,58,1601.4990476190476,68.41,29.964284,-90.096564,70119
8844465563fffff,Cocktail Bars,1,4.0,341,1777.9027777777776,68.41,29.946743,-90.112911,70125
884446556dfffff,Cafes,1,4.5,246,1719.9642857142856,68.41,29.929305,-90.104507,70115
88444655c7fffff,Vegan,1,4.5,88,1617.3136123136126,68.41,29.994495,-90.155028,70001
88444655ebfffff,Italian,1,3.5,87,1617.3136123136126,68.41,29.992233,-90.153803,70001
8848e80901fffff,Caterers,1,4.0,31,1584.5256410256409,68.41,32.337403,-111.041822,85741
8848e80905fffff,Fast Food,1,2.0,33,1584.5256410256409,68.41,32.3377,-111.032,85741
8848e80929fffff,Ice Cream & Frozen Yogurt,1,3.0,32,1584.5256410256409,68.41,32.33901,-111.029261,85741
8848e80939fffff,Ice Cream & Frozen Yogurt,1,2.5,35,1584.5256410256409,68.41,32.350409,-111.046199,85741
8848e80947fffff,American (Traditional),1,3.5,28,1584.5256410256409,68.41,32.323938,-111.0432,85741
8848e846a3fffff,Sandwiches,1,4.0,236,1709.2380952380952,68.41,32.409223,-110.996396,85737
8826405a39fffff,Salad,1,3.0,73,1617.388888888889,68.4,38.487938,-90.35803,63128
8826405a63fffff,Mexican,1,3.5,80,1617.388888888889,68.4,38.50792,-90.375461,63128
8826462615fffff,Nightlife,1,3.5,188,1687.6666666666667,68.4,38.633039,-90.306264,63117
8826462629fffff,Acai Bowls,1,4.0,238,1715.4366830065362,68.4,38.650717,-90.338044,63105
88264d125bfffff,Specialty Food,1,3.5,12,1576.010371258355,68.4,36.200718,-86.692391,37214
88264d128bfffff,Desserts,1,4.5,13,1576.010371258355,68.4,36.147172,-86.683433,37214
88264d1299fffff,Juice Bars & Smoothies,1,2.5,11,1576.010371258355,68.4,36.132282,-86.669723,37214
88264d12c1fffff,Southern,1,3.0,9,1576.010371258355,68.4,36.168835,-86.684561,37214
88264d12cbfffff,Bakeries,1,3.5,13,1576.010371258355,68.4,36.169551,-86.678144,37214
88264d12cbfffff,Fast Food,1,2.0,12,1576.010371258355,68.4,36.169283,-86.676886,37214
88264d12cbfffff,Sandwiches,1,2.5,8,1576.010371258355,68.4,36.169648,-86.68074,37214
88264d12d1fffff,Delis,1,2.0,6,1576.010371258355,68.4,36.151036,-86.667056,37214
88264d12d7fffff,Hot Dogs,1,4.5,7,1576.010371258355,68.4,36.141025,-86.671182,37214
88264d88b7fffff,Arts & Entertainment,1,3.5,14,1576.010371258355,68.4,36.219995,-86.69777,37214
88264d8ad5fffff,Cafes,1,2.5,139,1655.1156509274952,68.4,36.303062,-86.637058,37075
88264d8d35fffff,Bakeries,1,4.5,13,1576.010371258355,68.4,36.169719,-86.675645,37214
88264d8d35fffff,Diners,1,3.0,14,1576.010371258355,68.4,36.169505,-86.673445,37214
88264d8d35fffff,Pizza,1,3.0,9,1576.010371258355,68.4,36.169534,-86.67579,37214
88264d8d8dfffff,American (New),1,4.5,7,1576.010371258355,68.4,36.150371,-86.62683,37214
88264d8dc5fffff,Chicken Wings,1,3.0,9,1576.010371258355,68.4,36.158664,-86.627124,37214
88264d8dc7fffff,American (Traditional),1,3.0,12,1576.010371258355,68.4,36.15204,-86.627434,37214
88264d8debfffff,Mexican,1,2.5,14,1576.010371258355,68.4,36.158208,-86.635247,37214
88264d8debfffff,Southern,1,3.0,8,1576.010371258355,68.4,36.157352,-86.635079,37214
882661a219fffff,Sports Bars,1,4.0,57,1603.5340951093078,68.4,39.767851,-86.156532,46204
882661a21dfffff,Cuban,1,3.5,54,1603.5340951093078,68.4,39.768468,-86.161237,46204
882661a5a1fffff,Vietnamese,1,4.0,71,1611.8212962962964,68.4,39.577246,-86.160549,46143
882661a5e7fffff,Burgers,1,4.0,71,1611.8212962962964,68.4,39.594247,-86.160559,46143
882661b027fffff,Mexican,1,3.5,7,1576.0,68.4,39.867508,-86.201965,46228
882661b1c9fffff,Burgers,1,3.5,9,1576.0,68.4,39.861034,-86.19835,46228
882661b1c9fffff,Fast Food,1,2.0,10,1576.0,68.4,39.854481,-86.19442,46228
882661b1c9fffff,Sandwiches,1,2.0,6,1576.0,68.4,39.856034,-86.195153,46228
882661b1cbfffff,Burgers,1,1.5,14,1576.0,68.4,39.852922,-86.195693,46228
882661b6c5fffff,Greek,1,3.0,62,1606.6666666666667,68.4,39.776813,-85.957532,46229
88298901b5fffff,Brewpubs,1,3.5,30,1589.131746031746,68.4,39.526703,-119.766988,89431
8829890a97fffff,Pizza,1,4.0,689,1997.868827160494,68.4,39.530954,-119.722774,89434
8829890a9bfffff,Bakeries,1,3.5,34,1589.131746031746,68.4,39.524442,-119.739013,89431
8829890e41fffff,Bakeries,1,4.0,222,1706.7063492063492,68.4,39.515489,-119.827479,89509
8829890e6bfffff,Greek,1,4.0,172,1675.5099206349205,68.4,39.525825,-119.815736,89501
8829890f51fffff,Breakfast & Brunch,1,2.0,30,1589.131746031746,68.4,39.545055,-119.775104,89431
8829890f5dfffff,Chinese,1,4.0,28,1589.131746031746,68.4,39.536718,-119.772867,89431
882a134041fffff,Grocery,1,4.0,24,1585.6236772486773,68.4,40.064947,-74.983767,19114
882a134045fffff,Pizza,1,2.5,28,1585.6236772486773,68.4,40.064705,-74.987157,19114
882a13410bfffff,Seafood,1,3.5,7,1572.7555555555555,68.4,40.05735,-75.06077,19152
882a134153fffff,Sandwiches,1,3.0,8,1572.7555555555555,68.4,40.057158,-75.032248,19152
882a134833fffff,Seafood,1,2.5,125,1647.638447971781,68.4,40.008496,-75.211148,19131
882a134841fffff,Mexican,1,3.5,108,1637.1833333333334,68.4,40.059995,-75.190726,19119
882a134a6dfffff,Beer,1,3.5,64,1610.0833333333333,68.4,40.106392,-75.160741,19038
882a135865fffff,Breakfast & Brunch,1,3.5,168,1675.3214285714287,68.4,40.19262,-75.136459,19044
882a924dd3fffff,Sushi Bars,1,4.0,234,1716.7553418803418,68.4,39.85823,-85.978565,46235
882aaca107fffff,Mexican,1,3.0,161,1669.5777777777778,68.4,39.785949,-75.4763,19809
882aaca147fffff,Mexican,1,4.0,72,1615.7142857142856,68.4,39.804044,-75.459446,19703
882aaca81bfffff,Fast Food,1,4.0,51,1603.4563492063492,68.4,39.746859,-75.57344,19805
882aacb001fffff,Delis,1,3.0,5,1574.75,68.4,39.904955,-75.291607,19036
882aacb00bfffff,Pizza,1,4.5,8,1574.75,68.4,39.901448,-75.28659,19036
88441a10c9fffff,Irish,1,3.5,67,1612.7641193229429,68.4,28.064481,-82.505242,33618
88441a10c9fffff,Poke,1,3.5,72,1612.7641193229429,68.4,28.066063,-82.501896,33618
88441a113dfffff,Event Planning & Services,1,4.0,185,1684.0652680652681,68.4,28.051559,-82.391915,33617
88441a118bfffff,Seafood,1,3.0,70,1612.7641193229429,68.4,28.09039,-82.444766,33618
88441a8761fffff,Korean,1,4.5,194,1692.9739926739928,68.4,27.894603,-82.736674,33771
8844464007fffff,Seafood,1,3.5,18,1579.4444444444443,68.4,30.014786,-90.02179,70126
884446400bfffff,Chinese,1,3.5,13,1579.4444444444443,68.4,30.005572,-90.032872,70126
88444641cbfffff,Comfort Food,1,4.5,12,1579.4444444444443,68.4,30.033758,-90.006569,70126
8844464207fffff,Meat Shops,1,4.5,35,1593.8690476190477,68.4,29.960472,-90.05842,70116
8844464239fffff,Japanese,1,4.0,40,1593.8690476190477,68.4,29.964454,-90.059079,70116
88444642cdfffff,Bakeries,1,4.5,51,1601.4990476190476,68.4,29.976991,-90.092955,70119
88444642cdfffff,Chicken Wings,1,1.5,54,1601.4990476190476,68.4,29.977067,-90.096519,70119
8844465097fffff,Ethnic Food,1,4.0,238,1719.9642857142856,68.4,29.920457,-90.103211,70115
88444650b1fffff,Japanese,1,4.0,238,1719.9642857142856,68.4,29.923199,-90.088683,70115
8844465485fffff,Seafood,1,3.5,105,1633.3055555555557,68.4,30.004584,-90.217906,70003
88444654a9fffff,Desserts,1,4.0,103,1633.3055555555557,68.4,30.005868,-90.212311,70003
8844465517fffff,Vietnamese,1,4.0,75,1617.3136123136126,68.4,29.973593,-90.141146,70001
8844465527fffff,Burgers,1,4.0,47,1601.4990476190476,68.4,29.969617,-90.099236,70119
8848e80901fffff,Pizza,1,3.0,20,1584.5256410256409,68.4,32.335963,-111.047485,85741
8848e8091dfffff,American (Traditional),1,3.5,27,1584.5256410256409,68.4,32.337182,-111.06315,85741
8848e8092dfffff,Pizza,1,4.0,22,1584.5256410256409,68.4,32.338572,-111.01076,85741
8848e85529fffff,Gluten-Free,1,3.5,52,1604.5252525252527,68.4,32.250415,-110.851961,85715
88264625d9fffff,Bakeries,1,4.5,263,1735.1825396825398,68.4,38.562409,-90.366892,63119
882646261dfffff,Desserts,1,4.5,235,1715.4366830065362,68.4,38.638689,-90.307692,63105
88264d1259fffff,Bars,1,3.0,9,1576.010371258355,68.4,36.212535,-86.694067,37214
88264d1259fffff,Coffee & Tea,1,2.5,13,1576.010371258355,68.4,36.211592,-86.694321,37214
88264d125bfffff,Bakeries,1,3.5,7,1576.010371258355,68.4,36.203298,-86.694773,37214
88264d125bfffff,Japanese,1,2.5,14,1576.010371258355,68.4,36.202732,-86.692723,37214
88264d1293fffff,General,1,1.5,9,1576.010371258355,68.4,36.120264,-86.673714,37214
88264d12cbfffff,Food Trucks,1,4.0,10,1576.010371258355,68.4,36.16911,-86.67959,37214
88264d88b3fffff,Bakeries,1,5.0,10,1576.010371258355,68.4,36.219953,-86.697064,37214
88264d88b3fffff,Coffee & Tea,1,5.0,8,1576.010371258355,68.4,36.219922,-86.696891,37214
88264d88bdfffff,Dinner Theater,1,4.0,13,1576.010371258355,68.4,36.233834,-86.704654,37214
88264d8a8bfffff,American (Traditional),1,3.0,134,1655.1156509274952,68.4,36.297425,-86.645908,37075
88264d8d1dfffff,Burgers,1,3.0,7,1576.010371258355,68.4,36.182289,-86.639973,37214
88264d8d31fffff,Mexican,1,4.5,6,1576.010371258355,68.4,36.169757,-86.665655,37214
88264d8d35fffff,Fish & Chips,1,3.5,14,1576.010371258355,68.4,36.16937,-86.67255,37214
88264d8d8dfffff,Delis,1,3.0,10,1576.010371258355,68.4,36.15049,-86.627253,37214
88264d8dabfffff,Burgers,1,2.0,11,1576.010371258355,68.4,36.131019,-86.640038,37214
88264d8dc7fffff,Pizza,1,1.5,8,1576.010371258355,68.4,36.151207,-86.625647,37214
88264d8debfffff,American (Traditional),1,3.5,13,1576.010371258355,68.4,36.157285,-86.634461,37214
882661a257fffff,Dominican,1,4.0,55,1603.5340951093078,68.4,39.779099,-86.155668,46204
882661a257fffff,Event Planning & Services,1,4.0,56,1603.5340951093078,68.4,39.779042,-86.156049,46204
882661b1e9fffff,Salad,1,4.0,7,1576.0,68.4,39.852173,-86.225514,46228
8829890193fffff,Cafes,1,4.5,174,1675.5099206349205,68.4,39.518636,-119.808414,89501
8829890f41fffff,American (New),1,4.0,29,1589.131746031746,68.4,39.536124,-119.758335,89431
8829890f41fffff,Buffets,1,3.0,30,1589.131746031746,68.4,39.534911,-119.752689,89431
8829890f45fffff,Comfort Food,1,2.0,32,1589.131746031746,68.4,39.535783,-119.737393,89431
8829890f47fffff,Asian Fusion,1,2.5,28,1589.131746031746,68.4,39.540485,-119.748395,89431
8829890f51fffff,Butcher,1,4.0,33,1589.131746031746,68.4,39.54604,-119.777516,89431
8829890f69fffff,Delis,1,3.5,30,1589.131746031746,68.4,39.540455,-119.73232,89431
882a134069fffff,Chinese,1,3.0,24,1585.6236772486773,68.4,40.067765,-75.00587,19114
882a134103fffff,Puerto Rican,1,4.5,6,1572.7555555555555,68.4,40.052619,-75.065267,19152
882a13410bfffff,American (Traditional),1,3.5,7,1572.7555555555555,68.4,40.062107,-75.056209,19152
882a13411dfffff,Donuts,1,2.5,7,1572.7555555555555,68.4,40.051529,-75.057122,19152
882a134331fffff,Cheesesteaks,1,2.5,28,1585.6236772486773,68.4,40.077989,-75.027345,19114
882a1349d9fffff,Event Planning & Services,1,2.5,126,1647.638447971781,68.4,40.004346,-75.21854,19131
882a134f21fffff,Ice Cream & Frozen Yogurt,1,4.0,392,1815.8255944469058,68.4,39.969035,-75.134557,19125
882a924f05fffff,Seafood,1,5.0,124,1646.1187025534853,68.4,39.956026,-86.010465,46038
882aac9417fffff,Szechuan,1,3.5,170,1675.8515873015874,68.4,40.139329,-75.309336,19401
882aac98ebfffff,Mexican,1,4.5,126,1649.909090909091,68.4,40.243062,-75.618036,19464
882aaca81bfffff,Beer,1,4.5,56,1603.4563492063492,68.4,39.746236,-75.572889,19805
882aacb007fffff,Delicatessen,1,4.5,7,1574.75,68.4,39.901409,-75.29958,19036
882aacb00dfffff,Event Planning & Services,1,5.0,6,1574.75,68.4,39.911242,-75.300344,19036
882aacb00dfffff,Pizza,1,4.5,7,1574.75,68.4,39.91147,-75.30007,19036
88441a0025fffff,Mexican,1,4.0,436,1840.961568627451,68.4,28.19552,-82.391077,33559
88441a1055fffff,Latin American,1,3.5,30,1587.8304259634888,68.4,28.033121,-82.480267,33604
88441a1063fffff,Bars,1,5.0,32,1587.8304259634888,68.4,28.032412,-82.452469,33604
88441a10d5fffff,Cajun/Creole,1,4.0,73,1612.7641193229429,68.4,28.090674,-82.503323,33618
88441a1127fffff,Soup,1,4.0,185,1684.0652680652681,68.4,28.054864,-82.377641,33617
88441a1223fffff,Pizza,1,4.0,29,1587.8304259634888,68.4,28.009884,-82.484011,33604
88441a1227fffff,American (Traditional),1,4.5,30,1587.8304259634888,68.4,28.011032,-82.473096,33604
88441a1235fffff,Colombian,1,3.0,26,1587.8304259634888,68.4,28.015028,-82.485746,33604
88441a12adfffff,Chicken Shop,1,3.5,69,1612.7641193229429,68.4,28.042587,-82.504005,33618
88441a12e7fffff,Coffee & Tea,1,4.0,73,1612.7641193229429,68.4,28.042122,-82.503475,33618
88441a1311fffff,Pizza,1,3.5,28,1587.8304259634888,68.4,28.007913,-82.459306,33604
88441a131dfffff,Pizza,1,2.5,29,1587.8304259634888,68.4,27.996607,-82.454585,33604
88441a8d17fffff,Food Trucks,1,4.5,141,1658.2294620596829,68.4,28.025343,-82.571343,33615
8844464007fffff,Pizza,1,2.0,12,1579.4444444444443,68.4,30.011005,-90.020669,70126
884446400bfffff,American (Traditional),1,2.5,14,1579.4444444444443,68.4,30.004826,-90.036717,70126
884446400bfffff,Burgers,1,2.5,14,1579.4444444444443,68.4,30.004737,-90.037007,70126
884446400bfffff,Hot Dogs,1,1.5,14,1579.4444444444443,68.4,30.004451,-90.037628,70126
8844464035fffff,Bars,1,4.5,13,1579.4444444444443,68.4,30.028201,-90.013648,70126
8844464039fffff,Burgers,1,3.5,19,1579.4444444444443,68.4,30.024016,-90.024042,70126
8844464115fffff,Pizza,1,2.0,16,1579.4444444444443,68.4,30.019411,-89.962858,70126
8844464207fffff,Cajun/Creole,1,4.0,36,1593.8690476190477,68.4,29.960544,-90.058307,70116
8844464213fffff,Chinese,1,3.5,50,1601.4990476190476,68.4,29.974952,-90.079696,70119
8844464213fffff,Juice Bars & Smoothies,1,4.5,47,1601.4990476190476,68.4,29.975418,-90.078457,70119
88444642e9fffff,Coffee & Tea,1,5.0,48,1601.4990476190476,68.4,29.98275,-90.076803,70119
8844465525fffff,Spanish,1,4.0,55,1601.4990476190476,68.4,29.963849,-90.094664,70119
8844465535fffff,Burgers,1,4.5,52,1601.4990476190476,68.4,29.974527,-90.106733,70119
88444655c7fffff,Breakfast & Brunch,1,3.0,75,1617.3136123136126,68.4,29.99649,-90.15929,70001
8848e80905fffff,Gas Stations,1,3.5,23,1584.5256410256409,68.4,32.338117,-111.038458,85741
8848e80925fffff,Chicken Wings,1,2.0,21,1584.5256410256409,68.4,32.345498,-111.013304,85741
8848e80925fffff,Fast Food,1,2.0,21,1584.5256410256409,68.4,32.345464,-111.013545,85741
882640c505fffff,Salad,1,3.5,160,1676.139393939394,68.39,38.579213,-89.930997,62269
882640c903fffff,Japanese,1,4.0,288,1753.3815162428607,68.39,38.63339,-90.237375,63108
882640c905fffff,Breakfast & Brunch,1,4.0,287,1753.3815162428607,68.39,38.644536,-90.261364,63108
8826462407fffff,American (New),1,4.0,256,1735.1825396825398,68.39,38.593604,-90.3627,63119
8826462585fffff,Sandwiches,1,3.5,337,1786.5185185185185,68.39,38.549136,-90.406453,63127
882646261dfffff,Italian,1,4.5,230,1715.4366830065362,68.39,38.638448,-90.307546,63105
88264d01d7fffff,Cajun/Creole,1,5.0,623,1964.3750943396226,68.39,35.948778,-86.818172,37067
88264d1107fffff,Burgers,1,3.5,321,1773.0976655484328,68.39,36.152048,-86.836555,37209
88264d88edfffff,American (New),1,4.0,80,1625.8567839889577,68.39,36.270318,-86.710799,37115
882661a253fffff,Tapas Bars,1,3.0,43,1603.5340951093078,68.39,39.773151,-86.151289,46204
882661a257fffff,Breakfast & Brunch,1,4.5,42,1603.5340951093078,68.39,39.777234,-86.161783,46204
882661a443fffff,Salad,1,3.0,58,1611.8212962962964,68.39,39.635964,-86.082793,46143
882661a625fffff,Specialty Food,1,4.5,155,1669.6791245791246,68.39,39.667527,-86.082205,46237
882661b6e5fffff,Breakfast & Brunch,1,2.5,49,1606.6666666666667,68.39,39.774598,-85.985976,46229
8828843981fffff,Breweries,1,3.5,212,1706.0748020748022,68.39,43.630023,-116.203129,83702
8829890193fffff,Tapas/Small Plates,1,4.5,215,1706.7063492063492,68.39,39.519894,-119.812509,89509
8829890f41fffff,Casinos,1,3.0,23,1589.131746031746,68.39,39.534462,-119.75512,89431
8829890f41fffff,Spanish,1,3.0,21,1589.131746031746,68.39,39.53329,-119.75819,89431
8829890f43fffff,Delis,1,3.5,20,1589.131746031746,68.39,39.538108,-119.765122,89431
8829890f45fffff,Donuts,1,3.5,24,1589.131746031746,68.39,39.535163,-119.7378,89431
882a134063fffff,Delis,1,3.0,21,1585.6236772486773,68.39,40.054553,-75.004226,19114
882a134065fffff,American (New),1,4.0,13,1585.6236772486773,68.39,40.064669,-75.02104,19114
882a134159fffff,Chinese,1,2.5,18,1585.6236772486773,68.39,40.072127,-75.030838,19114
882a134159fffff,Pubs,1,3.5,15,1585.6236772486773,68.39,40.072241,-75.031429,19114
882a134311fffff,Fast Food,1,2.0,18,1585.6236772486773,68.39,40.080844,-74.99373,19114
882a13484dfffff,Breakfast & Brunch,1,3.5,101,1637.1833333333334,68.39,40.062681,-75.193195,19119
882a1348d7fffff,Japanese,1,3.5,131,1655.4295295295294,68.39,39.977972,-75.158453,19121
882a1348d7fffff,Pubs,1,3.0,132,1655.4295295295294,68.39,39.978967,-75.1589,19121
882a13582dfffff,Shanghainese,1,4.0,162,1675.3214285714287,68.39,40.180768,-75.134714,19044
882a135993fffff,Arts & Entertainment,1,3.5,54,1610.0833333333333,68.39,40.106293,-75.147111,19038
882a135993fffff,Burgers,1,4.0,59,1610.0833333333333,68.39,40.105987,-75.147264,19038
882a9248d3fffff,American (Traditional),1,4.0,116,1646.1187025534853,68.39,39.955017,-86.039485,46038
882a9248d3fffff,Asian Fusion,1,3.0,117,1646.1187025534853,68.39,39.958505,-86.042458,46038
882aac8333fffff,Breakfast & Brunch,1,3.5,59,1610.4166666666665,68.39,40.182103,-75.547927,19475
882aaca819fffff,Breakfast & Brunch,1,4.0,48,1603.4563492063492,68.39,39.753594,-75.569676,19805
882aaca8edfffff,Sandwiches,1,4.0,49,1603.4563492063492,68.39,39.740833,-75.592574,19805
882aacb245fffff,American (Traditional),1,2.5,113,1647.638447971781,68.39,39.970433,-75.233481,19131
88441a1045fffff,Coffee & Tea,1,1.0,21,1587.8304259634888,68.39,28.023085,-82.459868,33604
88441a106bfffff,Chinese,1,2.0,23,1587.8304259634888,68.39,28.029617,-82.459386,33604
88441a106bfffff,Delis,1,2.5,20,1587.8304259634888,68.39,28.024937,-82.459069,33604
88441a106bfffff,Southern,1,4.0,22,1587.8304259634888,68.39,28.026691,-82.459896,33604
88441a109dfffff,Comfort Food,1,3.0,64,1612.7641193229429,68.39,28.102431,-82.503033,33618
88441a10d5fffff,Sushi Bars,1,4.0,129,1655.892543859649,68.39,28.088079,-82.502604,33624
88441a110dfffff,Coffee & Tea,1,3.5,173,1684.0652680652681,68.39,28.032036,-82.402878,33617
88441a1141fffff,Seafood,1,4.0,20,1587.8304259634888,68.39,28.016843,-82.414561,33604
88441a1223fffff,Breakfast & Brunch,1,5.0,17,1587.8304259634888,68.39,28.009884,-82.484802,33604
88441a1235fffff,Chinese,1,4.0,17,1587.8304259634888,68.39,28.018678,-82.484097,33604
88441a12a1fffff,Delis,1,4.5,58,1612.7641193229429,68.39,28.054213,-82.504117,33618
88441a12a1fffff,Gastropubs,1,2.5,59,1612.7641193229429,68.39,28.055195,-82.50628,33618
88441a1319fffff,Chinese,1,3.5,20,1587.8304259634888,68.39,28.00296,-82.459108,33604
88441a1319fffff,Sandwiches,1,2.5,17,1587.8304259634888,68.39,28.00287,-82.45911,33604
88441a8989fffff,Desserts,1,4.5,1291,2378.3973865640532,68.39,27.937462,-82.475149,33606
88441aab19fffff,Cheesesteaks,1,4.0,88,1630.226773226773,68.39,28.216489,-82.693578,34653
8844464007fffff,Fast Food,1,4.5,7,1579.4444444444443,68.39,30.014109,-90.021681,70126
8844464021fffff,Cajun/Creole,1,3.5,10,1579.4444444444443,68.39,30.01161,-90.001721,70126
8844464039fffff,Pizza,1,1.5,5,1579.4444444444443,68.39,30.023459,-90.023915,70126
884446421dfffff,Local Flavor,1,4.0,29,1593.8690476190477,68.39,29.963796,-90.071939,70116
8844464239fffff,Shopping,1,4.0,32,1593.8690476190477,68.39,29.968394,-90.057356,70116
8844465513fffff,Delis,1,2.5,70,1617.3136123136126,68.39,29.975452,-90.151206,70001
8844465525fffff,Grocery,1,4.0,46,1601.4990476190476,68.39,29.962975,-90.089407,70119
8844465527fffff,Pizza,1,4.0,46,1601.4990476190476,68.39,29.965935,-90.094647,70119
8848e80903fffff,Burgers,1,3.0,18,1584.5256410256409,68.39,32.33805,-111.053857,85741
8848e80909fffff,Bakeries,1,1.5,14,1584.5256410256409,68.39,32.325671,-111.046535,85741
8848e80909fffff,Pizza,1,2.0,13,1584.5256410256409,68.39,32.329117,-111.046856,85741
8848e8091dfffff,Fast Food,1,1.5,17,1584.5256410256409,68.39,32.337178,-111.060432,85741
8848e8092dfffff,Greek,1,3.0,18,1584.5256410256409,68.39,32.338447,-111.013316,85741
8848e80947fffff,Chicken Wings,1,2.5,13,1584.5256410256409,68.39,32.323938,-111.0432,85741
8848e80947fffff,Nightlife,1,3.0,17,1584.5256410256409,68.39,32.323938,-111.0432,85741
8848e846a9fffff,Wine Bars,1,3.5,215,1709.2380952380952,68.39,32.393603,-110.996535,85737
8848e854bbfffff,Fast Food,1,3.0,19,1584.5256410256409,68.39,32.30542,-111.0121,85741
8848e85563fffff,Bars,1,2.0,45,1604.5252525252527,68.39,32.245162,-110.857159,85715
8826405a45fffff,Mexican,1,3.0,66,1617.388888888889,68.39,38.524384,-90.363386,63128
882640c963fffff,Cocktail Bars,1,4.0,288,1753.3815162428607,68.39,38.648076,-90.260731,63108
8826462593fffff,Mediterranean,1,5.0,68,1617.388888888889,68.39,38.525265,-90.363428,63128
88264625c3fffff,Breakfast & Brunch,1,4.0,342,1786.5185185185185,68.39,38.563918,-90.385162,63126
882661a219fffff,Cajun/Creole,1,4.0,48,1603.5340951093078,68.39,39.768466,-86.154055,46204
882661a219fffff,Street Vendors,1,4.0,43,1603.5340951093078,68.39,39.768684,-86.153515,46204
882661a253fffff,Mediterranean,1,3.0,43,1603.5340951093078,68.39,39.775621,-86.14856,46204
882661a257fffff,Caterers,1,4.0,46,1603.5340951093078,68.39,39.776862,-86.155395,46204
882661a25bfffff,Chocolatiers & Shops,1,5.0,50,1603.5340951093078,68.39,39.782,-86.144378,46204
882661a443fffff,Chicken Wings,1,2.5,63,1611.8212962962964,68.39,39.635845,-86.078343,46143
8828843989fffff,Hawaiian,1,4.5,207,1706.0748020748022,68.39,43.617348,-116.203795,83702
88288439c3fffff,Chinese,1,3.0,211,1706.0748020748022,68.39,43.613671,-116.205737,83702
8829890193fffff,Greek,1,4.0,161,1675.5099206349205,68.39,39.519801,-119.809656,89501
88298901a5fffff,Food Delivery Services,1,4.5,23,1589.131746031746,68.39,39.518212,-119.73758,89431
8829890e69fffff,Tapas Bars,1,4.0,161,1675.5099206349205,68.39,39.523733,-119.811256,89501
8829890f43fffff,Mexican,1,4.5,24,1589.131746031746,68.39,39.53867,-119.762343,89431
8829890f49fffff,Food Delivery Services,1,5.0,21,1589.131746031746,68.39,39.52916,-119.75699,89431
8829890f5dfffff,Cantonese,1,4.5,24,1589.131746031746,68.39,39.536762,-119.772853,89431
882a134001fffff,Bars,1,4.0,17,1585.6236772486773,68.39,40.046161,-74.994548,19114
882a134045fffff,Delis,1,4.0,19,1585.6236772486773,68.39,40.064581,-74.987097,19114
