h3_index,cuisine_type,competitor_count,avg_rating,total_reviews,rent_index,void_score,latitude,longitude,dominant_zip
884446420bfffff,Live/Raw Food,1,4.0,7568,1747.9091036414566,77.2,29.954274,-90.068965,70130
882a134d45fffff,Candy Stores,1,4.5,5721,2018.4964161653818,74.44,39.953341,-75.158855,19107
884446420bfffff,German,1,4.0,4554,1747.9091036414566,73.56,29.950742,-90.070416,70130
882640c919fffff,Caterers,1,4.5,3999,1502.6492063492062,73.36,38.635147,-90.224003,63103
8844464209fffff,Shopping,1,4.5,3837,1747.9091036414566,72.69,29.942236,-90.067098,70130
8848e8543dfffff,Cocktail Bars,1,4.5,2126,1326.3019794215445,71.44,32.255528,-110.943492,85719
882640c82bfffff,Creperies,1,4.0,1984,1364.1055555555556,71.2,38.631595,-90.194666,63101
88441ac693fffff,Latin American,1,4.0,2860,1921.633484162896,71.17,27.960006,-82.434904,33605
88264d19b3fffff,American (Traditional),1,4.5,2452,1673.772678035178,71.16,36.035175,-86.972013,37221
882a134839fffff,Sandwiches,1,4.0,2686,1848.6956412194506,71.1,40.029494,-75.205971,19128
88264d1227fffff,Burgers,1,4.0,3054,2122.7903737839224,71.02,36.184936,-86.754189,37206
882640c823fffff,Ice Cream & Frozen Yogurt,1,3.5,1567,1364.1055555555556,70.69,38.628864,-90.194542,63101
8844464255fffff,Bakeries,1,4.0,2010,1644.25,70.68,29.948321,-90.075122,70113
8844464203fffff,Flowers & Gifts,1,4.0,1880,1593.8690476190477,70.63,29.957525,-90.061861,70116
8848e8542bfffff,American (New),1,4.0,1295,1236.9766308243727,70.61,32.250763,-110.934132,85716
8844464243fffff,Vegetarian,1,4.5,2084,1747.9091036414566,70.57,29.935799,-90.071906,70130
88264635b7fffff,Barbeque,1,4.5,1627,1477.1495726495725,70.55,38.673459,-90.367448,63132
884446424bfffff,Donuts,1,4.5,2062,1747.9091036414566,70.55,29.929426,-90.077069,70130
8844464203fffff,Delis,1,4.5,1781,1593.8690476190477,70.51,29.958831,-90.061072,70116
8848e8556bfffff,Cheesesteaks,1,4.5,986,1101.2239422084624,70.5,32.236675,-110.865028,85712
882640c835fffff,Seafood,1,4.5,2076,1787.8650793650795,70.48,38.618718,-90.192327,63102
8848e85451fffff,Tapas/Small Plates,1,3.5,1583,1492.9351851851852,70.46,32.225713,-110.974624,85701
88264d1259fffff,Venues & Event Spaces,1,3.0,1639,1576.010371258355,70.37,36.211592,-86.694319,37214
88441a89c3fffff,Arts & Entertainment,1,4.5,2924,2378.3973865640532,70.36,27.931862,-82.4827,33606
882640c9c1fffff,Event Planning & Services,1,4.5,1421,1452.229302832244,70.35,38.610954,-90.202873,63104
882661a211fffff,New Mexican Cuisine,1,4.5,1619,1603.5340951093078,70.29,39.765479,-86.158701,46204
882661a253fffff,Gluten-Free,1,4.0,1608,1603.5340951093078,70.28,39.773307,-86.152091,46204
8829890f41fffff,Resorts,1,2.5,1576,1589.131746031746,70.27,39.533177,-119.755731,89431
882661b553fffff,Local Flavor,1,4.5,573,984.4100274725274,70.23,39.771037,-86.070649,46219
882661a2cdfffff,Beer,1,4.0,1379,1486.9555555555555,70.23,39.759169,-86.146494,46203
8848e85433fffff,Bars,1,4.0,1117,1326.3019794215445,70.22,32.271774,-110.953235,85719
8848e85455fffff,Beer Bar,1,3.5,730,1093.2730158730158,70.21,32.228495,-110.965787,85705
8848e84643fffff,Gastropubs,1,4.5,1210,1398.981656230708,70.19,32.324564,-110.975876,85704
88264d100dfffff,Lounges,1,4.0,1908,1832.6424564215588,70.19,36.158383,-86.767779,37210
88298901d7fffff,Greek,1,4.0,1266,1447.1403133903134,70.17,39.498616,-119.799314,89502
882a134d69fffff,British,1,4.0,2497,2215.0501330430575,70.16,39.951004,-75.170636,19103
8848e85411fffff,Mexican,1,4.0,681,1093.2730158730158,70.15,32.251897,-110.977525,85705
882640c82bfffff,Sandwiches,1,4.0,1113,1364.1055555555556,70.15,38.630407,-90.189529,63101
8844465581fffff,Desserts,1,4.0,1178,1405.4166666666667,70.14,30.009132,-90.16093,70002
8844464203fffff,Public Services & Government,1,4.5,1481,1593.8690476190477,70.14,29.960767,-90.068086,70116
8829890e6bfffff,Brasseries,1,4.0,1245,1453.7277777777779,70.13,39.531107,-119.809618,89512
8848e85093fffff,Beer,1,4.0,721,1126.9557226399331,70.13,32.222041,-110.860963,85711
8848e8545dfffff,Ice Cream & Frozen Yogurt,1,4.0,1270,1492.9351851851852,70.08,32.221853,-110.967662,85701
8848e8551dfffff,Arts & Entertainment,1,4.0,630,1101.2239422084624,70.07,32.25216,-110.889834,85712
882661b55dfffff,Comfort Food,1,4.0,422,984.4100274725274,70.05,39.781795,-86.08241,46219
882661b70bfffff,Barbeque,1,4.5,416,984.4100274725274,70.04,39.81143,-86.046907,46219
8848e85555fffff,Syrian,1,4.5,602,1101.2239422084624,70.04,32.237256,-110.896597,85712
88444650b1fffff,Cocktail Bars,1,4.0,1599,1719.9642857142856,70.04,29.924039,-90.086011,70115
8844464221fffff,Southern,1,4.5,1335,1558.7039969834088,70.03,29.961334,-90.035552,70117
884446556dfffff,Brasseries,1,4.0,1581,1719.9642857142856,70.02,29.926236,-90.101681,70115
8848e8546bfffff,Gluten-Free,1,4.0,806,1236.9766308243727,70.02,32.221522,-110.934106,85716
882640c959fffff,American (Traditional),1,3.0,22,750.0,70.02,38.655896,-90.213009,63080
8848e85455fffff,Beer,1,4.0,577,1093.2730158730158,70.02,32.228073,-110.965406,85705
8848e8554bfffff,Caterers,1,3.5,628,1126.9557226399331,70.02,32.22216,-110.887377,85711
882661b44bfffff,Sandwiches,1,4.5,391,984.4100274725274,70.01,39.782133,-86.010877,46219
882640c9e7fffff,Creperies,1,3.5,748,1209.8347953216373,70.0,38.601144,-90.242168,63118
8848e8541dfffff,Arts & Entertainment,1,3.5,555,1093.2730158730158,70.0,32.243993,-110.972209,85705
882661a317fffff,Mexican,1,4.5,635,1147.7967914438502,69.99,39.765557,-86.248899,46224
88441a89bdfffff,Breweries,1,4.0,3064,2657.161863799283,69.99,27.960161,-82.46253,33602
882a134a13fffff,Coffee & Tea,1,4.0,800,1275.6944444444443,69.94,40.055021,-75.126033,19126
88444655c7fffff,Ethnic Food,1,4.5,1350,1617.3136123136126,69.94,29.994275,-90.155059,70001
882640c82bfffff,Tapas Bars,1,4.0,939,1364.1055555555556,69.93,38.631361,-90.193938,63101
882640ccc1fffff,Barbeque,1,4.5,583,1145.0,69.93,38.502052,-89.985227,62220
8848e85555fffff,Sandwiches,1,3.5,510,1101.2239422084624,69.93,32.235911,-110.887961,85712
8848e85501fffff,Tacos,1,4.5,499,1101.2239422084624,69.91,32.251318,-110.875013,85712
8826462687fffff,American (New),1,4.5,609,1171.3425925925924,69.91,38.586689,-90.284507,63109
88444642cdfffff,Bars,1,4.5,1289,1601.4990476190476,69.9,29.973094,-90.095914,70119
8826462693fffff,Bars,1,3.5,211,933.3472222222223,69.89,38.570036,-90.253392,63111
8848e850b3fffff,Mexican,1,3.0,555,1154.5453384418902,69.88,32.230567,-110.840437,85710
8848e85515fffff,Event Planning & Services,1,4.0,454,1101.2239422084624,69.86,32.260808,-110.892173,85712
8848e85733fffff,Korean,1,2.5,467,1126.9557226399331,69.83,32.222275,-110.909892,85711
882640c9ebfffff,Delis,1,5.0,991,1452.229302832244,69.83,38.605024,-90.21811,63104
8829890183fffff,Sushi Bars,1,4.0,979,1447.1403133903134,69.82,39.504413,-119.783673,89502
8848e85455fffff,Gastropubs,1,4.5,410,1093.2730158730158,69.82,32.224374,-110.965426,85705
8848e85541fffff,Vegetarian,1,3.5,464,1126.9557226399331,69.82,32.220899,-110.878902,85711
882661b529fffff,Seafood,1,4.0,576,1204.7974848554559,69.81,39.771681,-86.131209,46201
8848e85083fffff,American (Traditional),1,4.0,500,1154.5453384418902,69.81,32.208032,-110.841345,85710
8848e85561fffff,Sandwiches,1,4.0,410,1101.2239422084624,69.81,32.235248,-110.858671,85712
882646a5a9fffff,Dive Bars,1,4.0,368,1072.0555555555554,69.81,38.888259,-90.162483,62002
8848e85455fffff,Italian,1,3.5,381,1093.2730158730158,69.79,32.227337,-110.965333,85705
8848e85461fffff,Chicken Wings,1,4.0,613,1236.9766308243727,69.79,32.221861,-110.932048,85716
8848e85551fffff,American (New),1,4.5,398,1101.2239422084624,69.79,32.235938,-110.90467,85712
8848e85737fffff,Coffee & Tea,1,4.5,435,1126.9557226399331,69.79,32.221115,-110.895852,85711
8848e8541bfffff,Mexican,1,4.5,379,1093.2730158730158,69.78,32.250571,-110.982543,85705
882661b35bfffff,American (Traditional),1,4.0,503,1172.6180264180264,69.78,39.925216,-86.156117,46260
882661a263fffff,Donuts,1,4.5,533,1194.3237639553429,69.77,39.787661,-86.200724,46222
8848e85429fffff,Noodles,1,4.0,594,1236.9766308243727,69.77,32.236453,-110.928394,85716
8848e85547fffff,Japanese,1,3.0,376,1101.2239422084624,69.77,32.235879,-110.874058,85712
882a134d4bfffff,Spanish,1,4.0,2109,2182.6481272350834,69.76,39.948586,-75.144913,19106
8848e8566dfffff,Diners,1,4.5,398,1118.3424242424242,69.76,32.161919,-110.943748,85706
8848e85461fffff,Buffets,1,3.0,589,1236.9766308243727,69.76,32.221145,-110.927029,85716
8848e854c1fffff,Thai,1,4.5,356,1093.2730158730158,69.76,32.260912,-110.995957,85705
882640c919fffff,Ice Cream & Frozen Yogurt,1,4.5,1010,1502.6492063492062,69.75,38.636198,-90.223038,63103
882661a31dfffff,Nightlife,1,3.5,442,1147.7967914438502,69.75,39.78036,-86.241316,46224
882661babdfffff,Cafes,1,3.5,774,1354.2224685883223,69.75,39.827686,-86.300938,46254
8848e85435fffff,American (Traditional),1,4.5,726,1326.3019794215445,69.75,32.260591,-110.94385,85719
882640c9a7fffff,Burgers,1,4.0,86,933.3472222222223,69.74,38.576541,-90.240424,63111
8848e85561fffff,Japanese,1,4.0,348,1101.2239422084624,69.73,32.236992,-110.858723,85712
8826405363fffff,Pizza,1,4.0,65,933.3472222222223,69.72,38.5489,-90.262385,63111
882640c9a7fffff,Nightlife,1,3.5,68,933.3472222222223,69.72,38.580773,-90.243978,63111
88264626e1fffff,Diners,1,4.5,753,1356.8148148148148,69.72,38.613396,-90.305579,63143
8848e85405fffff,Vegetarian,1,4.0,702,1326.3019794215445,69.72,32.235409,-110.943627,85719
8848e85547fffff,Mexican,1,3.0,340,1101.2239422084624,69.72,32.236014,-110.872951,85712
882661b553fffff,Comfort Food,1,4.5,150,984.4100274725274,69.72,39.770535,-86.072338,46219
8848e85481fffff,Fast Food,1,4.5,322,1093.2730158730158,69.72,32.286826,-110.995074,85705
8826401b29fffff,Comfort Food,1,4.0,401,1145.0,69.71,38.478244,-89.940542,62220
882640c823fffff,Gastropubs,1,4.0,752,1364.1055555555556,69.71,38.629854,-90.194671,63101
8826405305fffff,Breakfast & Brunch,1,5.0,64,933.3472222222223,69.71,38.54142,-90.25999,63111
882640536bfffff,Chinese,1,3.5,64,933.3472222222223,69.71,38.557627,-90.262295,63111
882661b425fffff,Diners,1,4.0,143,984.4100274725274,69.71,39.759155,-86.068905,46219
8848e850bbfffff,American (Traditional),1,4.5,404,1154.5453384418902,69.7,32.219701,-110.843976,85710
882661b461fffff,Buffets,1,4.0,131,984.4100274725274,69.7,39.780933,-86.044316,46219
8826405363fffff,Sandwiches,1,4.5,44,933.3472222222223,69.69,38.548272,-90.264757,63111
88264626d1fffff,Pizza,1,3.5,341,1117.6020467836258,69.69,38.602663,-90.26167,63116
8848e8546dfffff,Comfort Food,1,3.5,530,1236.9766308243727,69.69,32.222037,-110.917829,85716
8848e84609fffff,Event Planning & Services,1,4.5,796,1398.981656230708,69.69,32.335453,-110.978152,85704
8826405363fffff,Coffee & Tea,1,4.5,37,933.3472222222223,69.68,38.548819,-90.262184,63111
882661b469fffff,Barbeque,1,3.0,115,984.4100274725274,69.68,39.787594,-86.044914,46219
882661b553fffff,Cafes,1,4.5,114,984.4100274725274,69.68,39.768132,-86.070938,46219
882661b733fffff,Japanese,1,4.0,116,984.4100274725274,69.68,39.787371,-86.063733,46219
8848e8550bfffff,American (New),1,4.0,304,1101.2239422084624,69.68,32.249418,-110.891184,85712
8848e8566bfffff,Sushi Bars,1,4.0,186,1025.4444444444443,69.68,32.164874,-110.9685,85714
8826405363fffff,Belgian,1,4.5,31,933.3472222222223,69.67,38.548819,-90.262184,63111
8826405363fffff,Lounges,1,3.5,28,933.3472222222223,69.67,38.549538,-90.260905,63111
88264626dbfffff,Coffee & Tea,1,4.0,326,1117.6020467836258,69.67,38.602703,-90.242722,63116
882661b71bfffff,Vietnamese,1,4.5,112,984.4100274725274,69.67,39.796606,-86.024079,46219
8848e85093fffff,Barbeque,1,3.5,335,1126.9557226399331,69.67,32.219353,-110.858413,85711
8848e855bbfffff,French,1,3.5,968,1520.2037037037037,69.67,32.321518,-110.930607,85718
8848e8562bfffff,Burgers,1,4.0,604,1293.0277777777776,69.67,32.185793,-110.965217,85713
882640534dfffff,Pizza,1,1.5,26,933.3472222222223,69.67,38.571483,-90.25219,63111
8826405369fffff,Korean,1,4.5,25,933.3472222222223,69.67,38.563076,-90.258759,63111
882640536bfffff,Bakeries,1,3.0,25,933.3472222222223,69.67,38.557859,-90.261407,63111
882640536bfffff,Burgers,1,1.5,27,933.3472222222223,69.67,38.556979,-90.261185,63111
882640536bfffff,Salad,1,3.5,28,933.3472222222223,69.67,38.556975,-90.262324,63111
88264626c1fffff,Greek,1,4.5,1007,1540.3612953138816,69.67,38.614366,-90.27787,63110
88264626dbfffff,Japanese,1,4.0,470,1209.8347953216373,69.67,38.598503,-90.243101,63118
882661b553fffff,Cocktail Bars,1,4.5,109,984.4100274725274,69.67,39.768014,-86.070829,46219
8826405345fffff,Moroccan,1,4.0,19,933.3472222222223,69.66,38.568003,-90.254745,63111
882640c9a3fffff,Mexican,1,5.0,22,933.3472222222223,69.66,38.578022,-90.2303,63111
882661b40dfffff,American (Traditional),1,3.5,101,984.4100274725274,69.66,39.772341,-86.02798,46219
88441a11e7fffff,Beer,1,4.5,825,1434.5694444444443,69.66,28.083089,-82.411907,33613
8826405345fffff,Chinese,1,3.5,20,933.3472222222223,69.66,38.5681,-90.254565,63111
8826405345fffff,Fast Food,1,1.5,19,933.3472222222223,69.66,38.568262,-90.254303,63111
8826405347fffff,Breakfast & Brunch,1,4.0,17,933.3472222222223,69.66,38.557592,-90.246537,63111
882640534dfffff,Mexican,1,4.0,17,933.3472222222223,69.66,38.568767,-90.249844,63111
882640536bfffff,Mexican,1,2.0,19,933.3472222222223,69.66,38.557797,-90.262437,63111
882640c9a3fffff,American (New),1,4.5,17,933.3472222222223,69.66,38.575834,-90.234031,63111
884446558dfffff,Seafood,1,4.0,775,1405.4166666666667,69.66,30.002567,-90.153012,70002
8848e8542bfffff,Cocktail Bars,1,4.0,503,1236.9766308243727,69.66,32.250057,-110.934377,85716
8848e8574bfffff,American (Traditional),1,3.5,170,1025.4444444444443,69.66,32.162738,-110.911592,85714
882640530dfffff,Nightlife,1,4.5,12,933.3472222222223,69.65,38.549595,-90.255597,63111
8826405345fffff,Pizza,1,2.5,11,933.3472222222223,69.65,38.568003,-90.254745,63111
8826405363fffff,Bakeries,1,4.5,7,933.3472222222223,69.65,38.548636,-90.263004,63111
8826405363fffff,Fish & Chips,1,3.0,12,933.3472222222223,69.65,38.549469,-90.260842,63111
8826405369fffff,Bars,1,4.5,9,933.3472222222223,69.65,38.563112,-90.258811,63111
882640536bfffff,Pizza,1,2.0,11,933.3472222222223,69.65,38.557627,-90.262295,63111
88264622abfffff,Sushi Bars,1,3.5,587,1290.9979710144926,69.65,38.700951,-90.446434,63146
882661b057fffff,Bakeries,1,4.0,996,1548.2513140239905,69.65,39.874,-86.144431,46220
882661b461fffff,Pubs,1,4.0,92,984.4100274725274,69.65,39.781374,-86.043696,46219
882661b621fffff,Steakhouses,1,2.5,90,984.4100274725274,69.65,39.801129,-86.013899,46219
8848e85567fffff,Bars,1,3.5,282,1101.2239422084624,69.65,32.245697,-110.852517,85712
8826405341fffff,Bars,1,3.0,8,933.3472222222223,69.65,38.563995,-90.246276,63111
8826405345fffff,Barbeque,1,4.5,8,933.3472222222223,69.65,38.56353,-90.247923,63111
8826405363fffff,American (New),1,4.0,10,933.3472222222223,69.65,38.549607,-90.260981,63111
8826405363fffff,Food Trucks,1,5.0,11,933.3472222222223,69.65,38.548634,-90.263007,63111
882640c9a3fffff,Burgers,1,1.5,8,933.3472222222223,69.65,38.575405,-90.233292,63111
882640c9a3fffff,Chinese,1,4.0,14,933.3472222222223,69.65,38.578025,-90.2303,63111
882661b409fffff,Mexican,1,4.0,90,984.4100274725274,69.65,39.773343,-86.020316,46219
882661b409fffff,Salad,1,3.5,96,984.4100274725274,69.65,39.772736,-86.023808,46219
8829890199fffff,Asian Fusion,1,4.0,836,1447.1403133903134,69.65,39.504937,-119.803107,89502
882a924db9fffff,Vietnamese,1,3.5,311,1122.7264822134387,69.65,39.843258,-86.012395,46226
8826405347fffff,American (Traditional),1,4.0,6,933.3472222222223,69.64,38.559787,-90.243909,63111
8826462693fffff,Breakfast & Brunch,1,3.0,5,933.3472222222223,69.64,38.56907,-90.254225,63111
882661b461fffff,Sushi Bars,1,3.5,87,984.4100274725274,69.64,39.780987,-86.046892,46219
8848e854e3fffff,Breweries,1,3.5,261,1093.2730158730158,69.64,32.284417,-110.97764,85705
882640c9a3fffff,Fast Food,1,2.0,6,933.3472222222223,69.64,38.578772,-90.229573,63111
882661b553fffff,Breakfast & Brunch,1,4.5,88,984.4100274725274,69.64,39.770978,-86.070545,46219
882661b55bfffff,Mexican,1,4.0,88,984.4100274725274,69.64,39.771116,-86.067118,46219
88444642c1fffff,Chicken Wings,1,4.5,1077,1601.4990476190476,69.64,29.980518,-90.093634,70119
8848e85643fffff,Steakhouses,1,3.5,152,1025.4444444444443,69.64,32.16414,-110.98317,85714
882661b42dfffff,Mexican,1,4.5,77,984.4100274725274,69.63,39.771156,-86.06042,46219
882a134ab5fffff,Steakhouses,1,4.0,679,1358.6772486772486,69.63,40.009045,-75.150471,19140
8848e8543dfffff,Cards & Stationery,1,4.0,625,1326.3019794215445,69.63,32.254413,-110.943515,85719
8848e85455fffff,Cocktail Bars,1,4.5,251,1093.2730158730158,69.63,32.226649,-110.968712,85705
8848e8554bfffff,Lounges,1,3.5,303,1126.9557226399331,69.63,32.222231,-110.893803,85711
8848e85411fffff,Diners,1,3.5,250,1093.2730158730158,69.63,32.251045,-110.972896,85705
8848e8554bfffff,Chicken Wings,1,3.5,302,1126.9557226399331,69.63,32.221284,-110.885713,85711
882640c98dfffff,Seafood,1,4.0,822,1452.229302832244,69.62,38.603194,-90.215495,63104
88264d112bfffff,Beer Bar,1,4.5,1334,1773.0976655484328,69.62,36.151626,-86.850757,37209
882661b463fffff,Sandwiches,1,4.0,64,984.4100274725274,69.62,39.772806,-86.039496,46219
882661b711fffff,Breakfast & Brunch,1,4.0,65,984.4100274725274,69.62,39.796694,-86.039359,46219
8848e85559fffff,Hotels & Travel,1,3.5,300,1126.9557226399331,69.62,32.226041,-110.908959,85711
8848e85561fffff,Beer Bar,1,4.5,294,1126.9557226399331,69.62,32.234791,-110.858335,85711
8848e85641fffff,Tacos,1,4.0,285,1118.3424242424242,69.62,32.159028,-110.977814,85706
8826462699fffff,Event Planning & Services,1,4.5,279,1117.6020467836258,69.62,38.587874,-90.256949,63116
882661b459fffff,Mexican,1,1.5,70,984.4100274725274,69.62,39.775387,-85.993429,46219
8848e850bbfffff,Diners,1,4.0,343,1154.5453384418902,69.62,32.220353,-110.843138,85710
882661b44bfffff,Cajun/Creole,1,4.5,63,984.4100274725274,69.61,39.782544,-86.01148,46219
8848e8555bfffff,American (New),1,4.0,468,1236.9766308243727,69.61,32.236431,-110.913363,85716
8848e85737fffff,Polish,1,4.5,290,1126.9557226399331,69.61,32.221174,-110.895898,85711
882661b621fffff,Flowers & Gifts,1,3.0,62,984.4100274725274,69.61,39.80157,-86.01222,46219
8848e8544bfffff,Nightlife,1,4.0,611,1326.3019794215445,69.61,32.214412,-110.959512,85719
8848e85455fffff,Coffee & Tea,1,4.0,235,1093.2730158730158,69.61,32.226867,-110.96584,85705
8848e854e3fffff,Food Trucks,1,4.0,232,1093.2730158730158,69.61,32.283276,-110.976697,85705
8848e8555bfffff,Dim Sum,1,3.0,247,1101.2239422084624,69.61,32.237496,-110.909953,85712
882661b40dfffff,Bars,1,2.5,52,984.4100274725274,69.6,39.771956,-86.037795,46219
882661b447fffff,American (New),1,2.0,53,984.4100274725274,69.6,39.773445,-86.026828,46219
8829890e45fffff,Italian,1,3.5,1164,1675.5099206349205,69.6,39.525149,-119.813723,89501
882661b715fffff,Hotels & Travel,1,2.5,52,984.4100274725274,69.6,39.801012,-86.044904,46219
8848e8542bfffff,Lounges,1,4.0,455,1236.9766308243727,69.6,32.250038,-110.933549,85716
8848e85643fffff,Wine Bars,1,3.0,117,1025.4444444444443,69.6,32.162546,-110.99104,85714
8848e8572dfffff,Italian,1,3.5,278,1126.9557226399331,69.6,32.197828,-110.874617,85711
8826463491fffff,Pizza,1,2.5,62,995.1944444444445,69.59,38.679527,-90.260704,63115
882661a303fffff,American (Traditional),1,3.5,305,1147.7967914438502,69.59,39.779649,-86.248733,46224
882661b461fffff,Diners,1,3.5,44,984.4100274725274,69.59,39.780953,-86.044296,46219
882661b461fffff,Mexican,1,4.0,42,984.4100274725274,69.59,39.782684,-86.046453,46219
882661b469fffff,Gift Shops,1,4.0,45,984.4100274725274,69.59,39.782219,-86.044316,46219
882661b519fffff,Chicken Wings,1,3.5,40,984.4100274725274,69.59,39.760392,-86.077237,46219
882661b621fffff,Breakfast & Brunch,1,3.0,44,984.4100274725274,69.59,39.803452,-86.011392,46219
882661b621fffff,Juice Bars & Smoothies,1,2.0,41,984.4100274725274,69.59,39.802508,-86.010497,46219
882661b623fffff,Mexican,1,2.5,41,984.4100274725274,69.59,39.797549,-86.010136,46219
882661badbfffff,Middle Eastern,1,4.5,636,1354.2224685883223,69.59,39.842574,-86.254456,46254
8848e854ebfffff,Specialty Food,1,4.5,217,1093.2730158730158,69.59,32.271567,-110.989084,85705
882661a253fffff,Arts & Entertainment,1,4.5,774,1442.0516591251883,69.58,39.776089,-86.1489,46202
882661b469fffff,Sandwiches,1,3.0,33,984.4100274725274,69.58,39.787122,-86.044974,46219
88441a12cbfffff,Ethnic Food,1,4.5,1449,1862.938492063492,69.58,28.022388,-82.541432,33634
8848e85455fffff,Waffles,1,4.0,206,1093.2730158730158,69.58,32.2271,-110.965733,85705
882661b40dfffff,Pizza,1,2.5,32,984.4100274725274,69.58,39.772277,-86.035335,46219
882661b443fffff,Italian,1,3.0,35,984.4100274725274,69.58,39.773836,-86.019973,46219
882661b44bfffff,Greek,1,3.5,34,984.4100274725274,69.58,39.782302,-86.009894,46219
882661b71bfffff,Chinese,1,4.0,36,984.4100274725274,69.58,39.797577,-86.02402,46219
8848e854a9fffff,Nightlife,1,2.5,207,1093.2730158730158,69.58,32.285274,-110.978838,85705
8848e8551dfffff,Cafes,1,4.5,226,1101.2239422084624,69.58,32.251,-110.89084,85712
88264626a9fffff,Korean,1,5.0,329,1171.3425925925924,69.57,38.595124,-90.301432,63109
88264626b3fffff,Gastropubs,1,4.0,243,1117.6020467836258,69.57,38.569469,-90.286094,63116
882661b40dfffff,Comfort Food,1,2.5,26,984.4100274725274,69.57,39.772263,-86.033862,46219
882661b461fffff,Sandwiches,1,3.0,23,984.4100274725274,69.57,39.782152,-86.046487,46219
882661b465fffff,Buffets,1,3.5,23,984.4100274725274,69.57,39.782457,-86.063863,46219
882661b469fffff,Delis,1,2.5,26,984.4100274725274,69.57,39.781127,-86.041873,46219
882646a4b7fffff,Nightlife,1,4.0,84,1022.111111111111,69.57,38.860449,-90.07203,62095
882661b553fffff,Mediterranean,1,4.5,27,984.4100274725274,69.57,39.770686,-86.072158,46219
882661b553fffff,Nightlife,1,3.5,23,984.4100274725274,69.57,39.768153,-86.070727,46219
882661b553fffff,Sandwiches,1,3.5,23,984.4100274725274,69.57,39.770539,-86.072061,46219
882661b711fffff,Wine Bars,1,3.5,24,984.4100274725274,69.57,39.797382,-86.041157,46219
882661b731fffff,Sandwiches,1,3.5,25,984.4100274725274,69.57,39.795875,-86.06494,46219
8848e85429fffff,Burgers,1,4.5,433,1236.9766308243727,69.57,32.236381,-110.931478,85716
882661b409fffff,Chicken Wings,1,2.5,17,984.4100274725274,69.56,39.772798,-86.02256,46219
882661b441fffff,Desserts,1,5.0,16,984.4100274725274,69.56,39.781948,-86.01612,46219
882661b449fffff,Pizza,1,1.5,15,984.4100274725274,69.56,39.78895,-86.00853,46219
882661b465fffff,Bakeries,1,3.0,22,984.4100274725274,69.56,39.781906,-86.063511,46219
882661b557fffff,Fast Food,1,4.0,21,984.4100274725274,69.56,39.770518,-86.082749,46219
882661b731fffff,Pizza,1,4.5,22,984.4100274725274,69.56,39.795177,-86.065286,46219
8848e85457fffff,Desserts,1,4.5,193,1093.2730158730158,69.56,32.23108,-110.971504,85705
8848e85755fffff,Diners,1,3.0,88,1025.4444444444443,69.56,32.177432,-110.918531,85714
882661a357fffff,American (New),1,4.0,284,1147.7967914438502,69.56,39.785425,-86.241454,46224
882661b42dfffff,Ice Cream & Frozen Yogurt,1,3.0,15,984.4100274725274,69.56,39.769839,-86.058866,46219
882661b443fffff,Fast Food,1,2.0,15,984.4100274725274,69.56,39.774083,-86.012965,46219
882661b461fffff,Italian,1,2.0,19,984.4100274725274,69.56,39.776834,-86.044773,46219
882661b461fffff,Tacos,1,1.5,20,984.4100274725274,69.56,39.781686,-86.045585,46219
882661b463fffff,Burgers,1,2.0,21,984.4100274725274,69.56,39.772007,-86.038828,46219
882661b463fffff,Chicken Wings,1,2.0,19,984.4100274725274,69.56,39.773392,-86.039934,46219
882661b559fffff,Pizza,1,1.5,20,984.4100274725274,69.56,39.782333,-86.066,46219
882661b621fffff,Fast Food,1,2.5,16,984.4100274725274,69.56,39.802919,-86.010354,46219
882661b623fffff,Waffles,1,3.5,20,984.4100274725274,69.56,39.79724,-86.008853,46219
882661b715fffff,Nightlife,1,1.5,19,984.4100274725274,69.56,39.797303,-86.047304,46219
882661b717fffff,Sandwiches,1,3.5,14,984.4100274725274,69.56,39.796053,-86.044794,46219
8848e85083fffff,Barbeque,1,3.0,294,1154.5453384418902,69.56,32.204639,-110.841563,85710
8848e854e9fffff,Specialty Food,1,4.0,194,1093.2730158730158,69.56,32.265441,-110.973623,85705
8848e85545fffff,Mediterranean,1,4.0,248,1126.9557226399331,69.56,32.222102,-110.86698,85711
8848e85563fffff,Mexican,1,4.0,209,1101.2239422084624,69.56,32.239069,-110.857484,85712
882640c9e7fffff,Food Trucks,1,4.0,373,1209.8347953216373,69.55,38.602765,-90.241465,63118
882661b409fffff,Sandwiches,1,2.5,12,984.4100274725274,69.55,39.772414,-86.02583,46219
882661b409fffff,Vietnamese,1,3.0,6,984.4100274725274,69.55,39.771806,-86.025407,46219
882661b421fffff,Bars,1,3.5,6,984.4100274725274,69.55,39.756591,-86.054036,46219
882661b425fffff,Fast Food,1,3.0,8,984.4100274725274,69.55,39.758438,-86.064879,46219
882661b461fffff,American (New),1,1.5,9,984.4100274725274,69.55,39.778702,-86.044133,46219
882661b469fffff,Fast Food,1,2.0,8,984.4100274725274,69.55,39.78813,-86.04598,46219
882661b553fffff,Tex-Mex,1,4.0,11,984.4100274725274,69.55,39.770473,-86.072354,46219
8848e85425fffff,Noodles,1,4.5,413,1236.9766308243727,69.55,32.250272,-110.918089,85716
8848e85503fffff,Steakhouses,1,3.0,195,1101.2239422084624,69.55,32.251446,-110.888713,85712
